code,label,slug,restaurant_name,objectID,0
CAT_P03,Special occasion,premium,99 Sushi Bar,71878,
CAT_P02,A moderate spend,mid-range,Cafe James,71877,
CAT_P04,Spare no expense,luxury,Cipriani,71876,
CAT_P02,A moderate spend,mid-range,NIRI,71875,
CAT_P02,A moderate spend,mid-range,Paradiso,71874,
CAT_P03,Special occasion,premium,Café Milano,71873,
CAT_P04,Spare no expense,luxury,Oak Room,71872,
CAT_P01,On a budget,affordable,Meylas,71871,
CAT_P04,Spare no expense,luxury,VaKaVa Pan Latin Grill and Lounge by Richard Sandoval,71870,
CAT_P03,Special occasion,premium,Fishmarket,71869,
CAT_P02,A moderate spend,mid-range,Punjab Grill,71868,
CAT_P04,Spare no expense,luxury,LPM,71867,
CAT_P03,Special occasion,premium,Catch at St. Regis,71866,
CAT_P04,Spare no expense,luxury,Talea by Antonio Guida,71865,
CAT_P01,On a budget,affordable,Grand Beirut,71864,
CAT_P01,On a budget,affordable,Shang Palace,71863,
CAT_P04,Spare no expense,luxury,Martabaan by Hemant Oberoi,71862,
CAT_P02,A moderate spend,mid-range,Oii,71861,
CAT_P03,Special occasion,premium,Fouquet's,71860,
CAT_P03,Special occasion,premium,Mazi,71859,
CAT_P04,Spare no expense,luxury,Butcher & Still,71858,
CAT_P02,A moderate spend,mid-range,Almayass,71857,
CAT_P04,Spare no expense,luxury,Hakkasan,71856,
CAT_P02,A moderate spend,mid-range,Otoro,71855,
CAT_P03,Special occasion,premium,Li Beirut,71854,
CAT_P03,Special occasion,premium,Byblos Sur Mer,71853,
CAT_P01,On a budget,affordable,Al Mrzab,71852,
CAT_P02,A moderate spend,mid-range,Silk & Spice,71851,
CAT_P04,Spare no expense,luxury,Villa Toscana,71850,
CAT_P03,Special occasion,premium,Moksh,71849,
CAT_P02,A moderate spend,mid-range,ťazal,71848,
CAT_P04,Spare no expense,luxury,Zuma,71847,
CAT_P03,Special occasion,premium,Hoi An,71846,
CAT_P03,Special occasion,premium,Li Jiang,71845,
CAT_P04,Spare no expense,luxury,Finz,71844,
CAT_P02,A moderate spend,mid-range,Dai Pai Dong,71843,
CAT_P02,A moderate spend,mid-range,Beirut Sur Mer,71842,
CAT_P03,Special occasion,premium,SW Steakhouse,71787,
CAT_P01,On a budget,affordable,Hung Hom Pancake,71785,
CAT_P02,A moderate spend,mid-range,Yuè (Causeway Bay),71784,
CAT_P04,Spare no expense,luxury,Tuber Umberto Bombana,71783,
CAT_P02,A moderate spend,mid-range,Ship Kee,71782,
CAT_P02,A moderate spend,mid-range,Saya,71781,
CAT_P02,A moderate spend,mid-range,Ramato,71780,
CAT_P03,Special occasion,premium,Hong Kong Cuisine,71779,
CAT_P04,Spare no expense,luxury,Godenya,71778,
CAT_P03,Special occasion,premium,Giannino dal 1899,71777,
CAT_P04,Spare no expense,luxury,Il Visibilio,71776,
CAT_P03,Special occasion,premium,Osteria della Tana,71775,
CAT_P02,A moderate spend,mid-range,Impronta,71774,
CAT_P02,A moderate spend,mid-range,Trattoria da Me,71773,
CAT_P03,Special occasion,premium,Cala Luna,71772,
CAT_P03,Special occasion,premium,Belvedere,71771,
CAT_P04,Spare no expense,luxury,Andrea Aprea,71770,
CAT_P04,Spare no expense,luxury,Il Sereno Al Lago,71769,
CAT_P01,On a budget,affordable,Osteria Didù,71768,
CAT_P02,A moderate spend,mid-range,TerraMadre,71767,
CAT_P03,Special occasion,premium,Frades-La Terrazza,71766,
CAT_P04,Spare no expense,luxury,Paolo Griffa al Caffè Nazionale,71765,
CAT_P04,Spare no expense,luxury,Terrazza Tiberio,71764,
CAT_P04,Spare no expense,luxury,Pellico 3,71763,
CAT_P03,Special occasion,premium,KELINA Fine Dine,71762,
CAT_P03,Special occasion,premium,Pulejo,71761,
CAT_P03,Special occasion,premium,Meraviglioso Osteria Moderna,71760,
CAT_P02,A moderate spend,mid-range,Il Giardinetto,71759,
CAT_P03,Special occasion,premium,Filia Ristorante,71758,
CAT_P03,Special occasion,premium,Casamare,71757,
CAT_P03,Special occasion,premium,Tubladel,71756,
CAT_P02,A moderate spend,mid-range,Casa della Rocca,71755,
CAT_P02,A moderate spend,mid-range,Da Politano,71754,
CAT_P02,A moderate spend,mid-range,Cut,71753,
CAT_P02,A moderate spend,mid-range,Locanda Viola,71752,
CAT_P02,A moderate spend,mid-range,Futura Osteria,71751,
CAT_P03,Special occasion,premium,Locanda de Banchieri,71750,
CAT_P02,A moderate spend,mid-range,Remulass,71749,
CAT_P02,A moderate spend,mid-range,Altatto Bistrot,71748,
CAT_P02,A moderate spend,mid-range,Vivace,71747,
CAT_P02,A moderate spend,mid-range,Sücar Brüsc,71746,
CAT_P03,Special occasion,premium,Tamo,71745,
CAT_P02,A moderate spend,mid-range,Ca' Mia,71744,
CAT_P03,Special occasion,premium,Qualia,71743,
CAT_P02,A moderate spend,mid-range,SOMS,71742,
CAT_P03,Special occasion,premium,Trattoria Contemporanea,71741,
CAT_P03,Special occasion,premium,uovodiseppia Milano,71740,
CAT_P04,Spare no expense,luxury,Principe Cerami,71739,
CAT_P02,A moderate spend,mid-range,Altriménti,71738,
CAT_P04,Spare no expense,luxury,Volta del Fuenti by Michele De Blasio,71737,
CAT_P04,Spare no expense,luxury,Cannavacciuolo Vineyard,71736,
CAT_P02,A moderate spend,mid-range,Dry Aged,71735,
CAT_P03,Special occasion,premium,Da Nadia,71734,
CAT_P03,Special occasion,premium,Il Mirto,71733,
CAT_P02,A moderate spend,mid-range,Hydra,71732,
CAT_P01,On a budget,affordable,Maso Palù,71731,
CAT_P01,On a budget,affordable,Coquus,71730,
CAT_P03,Special occasion,premium,Contrada Bricconi,71729,
CAT_P03,Special occasion,premium,Noa,71728,
CAT_P03,Special occasion,premium,Villa Pignano,71727,
CAT_P03,Special occasion,premium,Le Rêve,71726,
CAT_P02,A moderate spend,mid-range,Osteria Sant'Andrea,71725,
CAT_P02,A moderate spend,mid-range,Nole,71724,
CAT_P02,A moderate spend,mid-range,Al Veda,71723,
CAT_P02,A moderate spend,mid-range,La Kucina,71722,
CAT_P02,A moderate spend,mid-range,Bottega Aleotti,71721,
CAT_P02,A moderate spend,mid-range,Locanda Altobelli,71720,
CAT_P02,A moderate spend,mid-range,Felter alle Rose,71719,
CAT_P02,A moderate spend,mid-range,53 Untitled,71718,
CAT_P03,Special occasion,premium,Grow Restaurant,71717,
CAT_P02,A moderate spend,mid-range,Salsedine367,71716,
CAT_P03,Special occasion,premium,Sostansa,71715,
CAT_P04,Spare no expense,luxury,Chic Nonna di Vito Mollica,71714,
CAT_P03,Special occasion,premium,Ca' Longa,71713,
CAT_P04,Spare no expense,luxury,Andrea Larossa,71712,
CAT_P03,Special occasion,premium,Casa Federici,71711,
CAT_P03,Special occasion,premium,IO Luigi Taglienti,71710,
CAT_P04,Spare no expense,luxury,Vignamare,71709,
CAT_P03,Special occasion,premium,Signore te ne ringrazi,71708,
CAT_P03,Special occasion,premium,Burjè 1968,71707,
CAT_P02,A moderate spend,mid-range,Poldo e Gianna Osteria,71706,
CAT_P03,Special occasion,premium,Dama Restaurant,71705,
CAT_P02,A moderate spend,mid-range,Namo Ristobottega,71704,
CAT_P02,A moderate spend,mid-range,El Brite di Larieto,71703,
CAT_P03,Special occasion,premium,Livello 1,71702,
CAT_P02,A moderate spend,mid-range,Caffè Bertaina Osteria,71701,
CAT_P02,A moderate spend,mid-range,Nida,71700,
CAT_P02,A moderate spend,mid-range,Locanda Lo Scopiccio,71699,
CAT_P03,Special occasion,premium,Degusteria Italiana,71698,
CAT_P02,A moderate spend,mid-range,Dallo Zio,71697,
CAT_P03,Special occasion,premium,Il Colmetto,71696,
CAT_P02,A moderate spend,mid-range,AB Osteria Contemporanea,71695,
CAT_P03,Special occasion,premium,Līmū,71694,
CAT_P01,On a budget,affordable,L'Osteria della Trippa,71693,
CAT_P01,On a budget,affordable,Vascello d'Oro,71691,
CAT_P01,On a budget,affordable,Romanè,71690,
CAT_P02,A moderate spend,mid-range,Trattoria di Campagna,71689,
CAT_P03,Special occasion,premium,La Musa Restaurant & Rooftop Terrace,71688,
CAT_P02,A moderate spend,mid-range,Il Principe,71687,
CAT_P02,A moderate spend,mid-range,Crub,71686,
CAT_P02,A moderate spend,mid-range,Masseria Guida,71685,
CAT_P02,A moderate spend,mid-range,Spoon,71684,
CAT_P02,A moderate spend,mid-range,Shiroya,71683,
CAT_P01,On a budget,affordable,Al Baliaggio,71682,
CAT_P03,Special occasion,premium,Cru...do...Re,71681,
CAT_P03,Special occasion,premium,ViDi,71680,
CAT_P03,Special occasion,premium,Cetaria,71679,
CAT_P02,A moderate spend,mid-range,/gu.stà.re/ oltrecucina,71678,
CAT_P02,A moderate spend,mid-range,Gaudenzio,71677,
CAT_P03,Special occasion,premium,Asina Luna,71676,
CAT_P03,Special occasion,premium,Casa Rapisarda,71675,
CAT_P02,A moderate spend,mid-range,Balìce,71674,
CAT_P04,Spare no expense,luxury,Ensama Pesce,71673,
CAT_P03,Special occasion,premium,La Chandelle,71672,
CAT_P02,A moderate spend,mid-range,Ciblèo,71671,
CAT_P02,A moderate spend,mid-range,Al Persef,71670,
CAT_P03,Special occasion,premium,Lofficina,71669,
CAT_P03,Special occasion,premium,Villa Lattanzi,71668,
CAT_P02,A moderate spend,mid-range,Da Sapì,71667,
CAT_P02,A moderate spend,mid-range,Ahimè,71666,
CAT_P02,A moderate spend,mid-range,La RiMa,71665,
CAT_P04,Spare no expense,luxury,Tano Passami l'Olio,71664,
CAT_P03,Special occasion,premium,Il Fuoco Sacro,71663,
CAT_P04,Spare no expense,luxury,Glicine,71662,
CAT_P02,A moderate spend,mid-range,Campo Cedro,71661,
CAT_P02,A moderate spend,mid-range,Enoteca Meucci,71660,
CAT_P03,Special occasion,premium,Alto,71659,
CAT_P02,A moderate spend,mid-range,uovodiseppia Mare,71658,
CAT_P02,A moderate spend,mid-range,FØRMA contemporary restaurant,71657,
CAT_P02,A moderate spend,mid-range,Anastasia,71656,
CAT_P04,Spare no expense,luxury,Fre,71655,
CAT_P02,A moderate spend,mid-range,Quattro Sensi,71654,
CAT_P03,Special occasion,premium,Radici Restaurant,71653,
CAT_P03,Special occasion,premium,Urubamba,71652,
CAT_P03,Special occasion,premium,Sintesi,71651,
CAT_P03,Special occasion,premium,Oltremare,71650,
CAT_P02,A moderate spend,mid-range,Indiniò,71649,
CAT_P02,A moderate spend,mid-range,Carnal,71648,
CAT_P02,A moderate spend,mid-range,Moi,71647,
CAT_P04,Spare no expense,luxury,Glam Enrico Bartolini,71646,
CAT_P02,A moderate spend,mid-range,z' Makanà Stubu,71645,
CAT_P04,Spare no expense,luxury,Principe di Belludia,71644,
CAT_P02,A moderate spend,mid-range,Il Casolare dei Segreti,71643,
CAT_P03,Special occasion,premium,Silene,71642,
CAT_P03,Special occasion,premium,Gunè San Frediano,71641,
CAT_P02,A moderate spend,mid-range,Dulchemente,71640,
CAT_P03,Special occasion,premium,Le Cupole,71639,
CAT_P02,A moderate spend,mid-range,L'Ostreria Fratelli Pavesi,71638,
CAT_P02,A moderate spend,mid-range,Trattoria da Amerigo,71637,
CAT_P02,A moderate spend,mid-range,Sasseo,71636,
CAT_P03,Special occasion,premium,Bolle,71635,
CAT_P02,A moderate spend,mid-range,Portanova,71634,
CAT_P03,Special occasion,premium,Al Bagatto,71633,
CAT_P04,Spare no expense,luxury,Osteria di Passignano,71632,
CAT_P01,On a budget,affordable,Osteria dei Segreti,71631,
CAT_P02,A moderate spend,mid-range,Dei Cantoni,71630,
CAT_P02,A moderate spend,mid-range,Bacchus,71629,
CAT_P02,A moderate spend,mid-range,Maso Runch-Hof,71628,
CAT_P03,Special occasion,premium,Osteria Alla Chiesa,71627,
CAT_P01,On a budget,affordable,La Bucaccia,71626,
CAT_P04,Spare no expense,luxury,I Portici,71625,
CAT_P03,Special occasion,premium,Mi View,71624,
CAT_P02,A moderate spend,mid-range,La Locanda dei Beccaria,71623,
CAT_P03,Special occasion,premium,Villa Naj,71622,
CAT_P04,Spare no expense,luxury,La Sala dei Grappoli,71621,
CAT_P03,Special occasion,premium,L'Ostì,71620,
CAT_P04,Spare no expense,luxury,Peter Brunel Ristorante Gourmet,71619,
CAT_P04,Spare no expense,luxury,Taverna del Capitano,71618,
CAT_P03,Special occasion,premium,Marco Bottega Ristorante,71617,
CAT_P02,A moderate spend,mid-range,Bites,71616,
CAT_P03,Special occasion,premium,Marotta,71615,
CAT_P03,Special occasion,premium,Cucina Rambaldi,71614,
CAT_P02,A moderate spend,mid-range,Essencia Restaurant,71613,
CAT_P03,Special occasion,premium,Il Fenicottero Rosa Gourmet,71612,
CAT_P03,Special occasion,premium,Cocun Cellar Restaurant,71611,
CAT_P02,A moderate spend,mid-range,Barz8,71610,
CAT_P03,Special occasion,premium,Cinque Archi,71609,
CAT_P03,Special occasion,premium,Il Tempo Nuovo,71608,
CAT_P02,A moderate spend,mid-range,Caffè La Crepa,71607,
CAT_P04,Spare no expense,luxury,La Madernassa,71606,
CAT_P03,Special occasion,premium,La Rocca di Castelfalfi,71605,
CAT_P02,A moderate spend,mid-range,Felice a Testaccio,71604,
CAT_P02,A moderate spend,mid-range,Madama Piola,71603,
CAT_P02,A moderate spend,mid-range,Il Ciabot,71602,
CAT_P03,Special occasion,premium,Moebius Sperimentale,71601,
CAT_P03,Special occasion,premium,La Canonica,71600,
CAT_P01,On a budget,affordable,Trattoria Pennestri,71599,
CAT_P01,On a budget,affordable,L'antica Pizzeria da Michele,71598,
CAT_P03,Special occasion,premium,Le Tamerici,71597,
CAT_P02,A moderate spend,mid-range,Johnson & Dipoli,71596,
CAT_P04,Spare no expense,luxury,Gucci Osteria da Massimo Bottura,71595,
CAT_P02,A moderate spend,mid-range,Chichibio,71594,
CAT_P02,A moderate spend,mid-range,Antica Trattoria del Gallo,71593,
CAT_P04,Spare no expense,luxury,Ca' Matilde,71592,
CAT_P04,Spare no expense,luxury,Inkiostro,71591,
CAT_P02,A moderate spend,mid-range,La Pobbia 1850,71590,
CAT_P04,Spare no expense,luxury,Il Sanlorenzo,71589,
CAT_P02,A moderate spend,mid-range,Da Oscar,71588,
CAT_P02,A moderate spend,mid-range,Da Andrea,71587,
CAT_P02,A moderate spend,mid-range,Oberlechner,71586,
CAT_P04,Spare no expense,luxury,ZELO,71585,
CAT_P03,Special occasion,premium,I 5 Sensi,71584,
CAT_P04,Spare no expense,luxury,Cracco Portofino,71583,
CAT_P03,Special occasion,premium,Fàula,71582,
CAT_P02,A moderate spend,mid-range,Guallina,71581,
CAT_P04,Spare no expense,luxury,San Domenico,71580,
CAT_P02,A moderate spend,mid-range,Repubblica di Perno,71579,
CAT_P04,Spare no expense,luxury,Il Comandante,71578,
CAT_P03,Special occasion,premium,Terramira,71577,
CAT_P04,Spare no expense,luxury,Retrobottega,71576,
CAT_P01,On a budget,affordable,Osteria del Gallo e della Volpe,71575,
CAT_P02,A moderate spend,mid-range,Capitolo Primo del Relais Briuccia,71574,
CAT_P03,Special occasion,premium,Lazzaro 1915,71573,
CAT_P02,A moderate spend,mid-range,Italia,71572,
CAT_P02,A moderate spend,mid-range,Scaraboci,71571,
CAT_P02,A moderate spend,mid-range,InGalera,71570,
CAT_P03,Special occasion,premium,Sud,71569,
CAT_P02,A moderate spend,mid-range,Oscar,71568,
CAT_P01,On a budget,affordable,Trattoria Ai Due Platani,71567,
CAT_P01,On a budget,affordable,La Pineta,71566,
CAT_P04,Spare no expense,luxury,Seta by Antonio Guida,71565,
CAT_P03,Special occasion,premium,The Cesar,71564,
CAT_P02,A moderate spend,mid-range,Bagatto,71563,
CAT_P03,Special occasion,premium,Terre Alte,71562,
CAT_P01,On a budget,affordable,Osteria Storica Morelli,71561,
CAT_P03,Special occasion,premium,Il Patio,71560,
CAT_P01,On a budget,affordable,Vecchia Lama,71559,
CAT_P04,Spare no expense,luxury,La Trota,71558,
CAT_P01,On a budget,affordable,Al Piave,71557,
CAT_P02,A moderate spend,mid-range,Di Martino Sea Front Pasta Bar,71556,
CAT_P03,Special occasion,premium,Wicky's Innovative Japanese Cuisine,71555,
CAT_P01,On a budget,affordable,La Masseria,71554,
CAT_P01,On a budget,affordable,Taverna del Grappolo Blu,71553,
CAT_P03,Special occasion,premium,Giano,71552,
CAT_P02,A moderate spend,mid-range,Hostaria del Vicolo,71551,
CAT_P02,A moderate spend,mid-range,20 Posti,71550,
CAT_P03,Special occasion,premium,Osteria Due Passi,71549,
CAT_P02,A moderate spend,mid-range,Marelet,71548,
CAT_P03,Special occasion,premium,Casa a Tre Pizzi,71547,
CAT_P03,Special occasion,premium,Radici,71546,
CAT_P03,Special occasion,premium,Da Lorenzo,71545,
CAT_P03,Special occasion,premium,Acquada,71544,
CAT_P04,Spare no expense,luxury,Idylio by Apreda,71542,
CAT_P03,Special occasion,premium,Sine by Di Pinto,71541,
CAT_P03,Special occasion,premium,Marechiaro,71540,
CAT_P03,Special occasion,premium,Casa Coloni,71539,
CAT_P02,A moderate spend,mid-range,La Locanda di Fabio e Vale,71538,
CAT_P02,A moderate spend,mid-range,Ad Astra,71537,
CAT_P02,A moderate spend,mid-range,Locanda delle Tre Chiavi,71536,
CAT_P02,A moderate spend,mid-range,Osteria della Foce,71535,
CAT_P04,Spare no expense,luxury,Apostelstube,71534,
CAT_P03,Special occasion,premium,Michelasso,71533,
CAT_P02,A moderate spend,mid-range,Aquadulcis,71532,
CAT_P04,Spare no expense,luxury,L˜ARIA,71531,
CAT_P01,On a budget,affordable,Cile's,71530,
CAT_P02,A moderate spend,mid-range,Antica Farmacia,71529,
CAT_P02,A moderate spend,mid-range,Mirepuà Food Lab,71528,
CAT_P03,Special occasion,premium,L'Acciuga,71527,
CAT_P02,A moderate spend,mid-range,Innocenti Wine Experiences,71526,
CAT_P02,A moderate spend,mid-range,Caffè delle Rose Bistrot,71525,
CAT_P02,A moderate spend,mid-range,Locanda La Raia,71524,
CAT_P03,Special occasion,premium,Cucine Nervi,71523,
CAT_P03,Special occasion,premium,Filo,71522,
CAT_P01,On a budget,affordable,Osteria Mondo d'Oro,71521,
CAT_P02,A moderate spend,mid-range,MoS,71520,
CAT_P02,A moderate spend,mid-range,La Taverna di Bacco,71519,
CAT_P02,A moderate spend,mid-range,Osteria degli Angeli,71518,
CAT_P03,Special occasion,premium,Mater1apr1ma,71517,
CAT_P03,Special occasion,premium,Terrazza Fiorella,71516,
CAT_P02,A moderate spend,mid-range,Mater Bistrot,71515,
CAT_P04,Spare no expense,luxury,Lineadombra,71514,
CAT_P04,Spare no expense,luxury,Il Piccolo Principe,71513,
CAT_P02,A moderate spend,mid-range,Locanda Marchesani,71512,
CAT_P03,Special occasion,premium,Eaté,71511,
CAT_P02,A moderate spend,mid-range,Al Cjasal,71510,
CAT_P04,Spare no expense,luxury,Octavin,71509,
CAT_P02,A moderate spend,mid-range,Tuorlo,71508,
CAT_P01,On a budget,affordable,Gerani,71507,
CAT_P04,Spare no expense,luxury,Anima,71506,
CAT_P04,Spare no expense,luxury,Don Geppi,71505,
CAT_P03,Special occasion,premium,L'Ambasciata,71504,
CAT_P04,Spare no expense,luxury,Maxi,71503,
CAT_P03,Special occasion,premium,Ristorante 1978,71502,
CAT_P04,Spare no expense,luxury,In Viaggio - Claudio Melis,71501,
CAT_P02,A moderate spend,mid-range,Mammaròssa,71500,
CAT_P04,Spare no expense,luxury,Antica Corte Pallavicina,71499,
CAT_P03,Special occasion,premium,La Bandiera,71498,
CAT_P01,On a budget,affordable,L'800,71497,
CAT_P04,Spare no expense,luxury,Il Pagliaccio,71496,
CAT_P02,A moderate spend,mid-range,Radici Osteria Contemporanea,71495,
CAT_P03,Special occasion,premium,Aprudia,71494,
CAT_P04,Spare no expense,luxury,ARIA,71493,
CAT_P02,A moderate spend,mid-range,Agriturismo Il Cavallino,71492,
CAT_P02,A moderate spend,mid-range,Alessandro Feo,71491,
CAT_P03,Special occasion,premium,Osteria degli Assonica,71490,
CAT_P04,Spare no expense,luxury,Grual,71489,
CAT_P04,Spare no expense,luxury,Lux Lucis,71488,
CAT_P02,A moderate spend,mid-range,Al Convento,71487,
CAT_P04,Spare no expense,luxury,ConFusion,71486,
CAT_P04,Spare no expense,luxury,St. Hubertus,71485,
CAT_P02,A moderate spend,mid-range,Bros' Trattoria,71484,
CAT_P04,Spare no expense,luxury,Osteria Francescana,71483,
CAT_P03,Special occasion,premium,Langosteria Paraggi,71482,
CAT_P01,On a budget,affordable,L'Acchiatura,71481,
CAT_P02,A moderate spend,mid-range,La Braseria,71480,
CAT_P02,A moderate spend,mid-range,Porta Nova,71479,
CAT_P02,A moderate spend,mid-range,Stella d'Italia,71478,
CAT_P03,Special occasion,premium,L'Insolita Trattoria Tre Soldi,71477,
CAT_P03,Special occasion,premium,Rada Rooftop,71476,
CAT_P02,A moderate spend,mid-range,Sa Corte,71475,
CAT_P04,Spare no expense,luxury,Quattro Passi,71474,
CAT_P02,A moderate spend,mid-range,Da Carla,71473,
CAT_P03,Special occasion,premium,Podere Belvedere Tuscany,71472,
CAT_P02,A moderate spend,mid-range,Coxinendi,71471,
CAT_P04,Spare no expense,luxury,Gabbiano 3.0,71470,
CAT_P03,Special occasion,premium,Pierre - Trattoria Sartoriale,71469,
CAT_P03,Special occasion,premium,Opera,71468,
CAT_P01,On a budget,affordable,Da Concettina ai Tre Santi,71467,
CAT_P03,Special occasion,premium,Retrogusto,71466,
CAT_P02,A moderate spend,mid-range,Osteria L'Orciaia,71465,
CAT_P03,Special occasion,premium,Il Pievano,71464,
CAT_P03,Special occasion,premium,Angelo Sabatelli,71463,
CAT_P03,Special occasion,premium,Casa Coppelle,71462,
CAT_P02,A moderate spend,mid-range,L'Osteria di Chichibio,71461,
CAT_P03,Special occasion,premium,Per Me Giulio Terrinoni,71460,
CAT_P02,A moderate spend,mid-range,Da Giacomo,71459,
CAT_P03,Special occasion,premium,Morelli,71458,
CAT_P01,On a budget,affordable,Trattoria Antichi Sapori,71457,
CAT_P03,Special occasion,premium,Parizzi,71456,
CAT_P03,Special occasion,premium,ME Restaurant,71455,
CAT_P02,A moderate spend,mid-range,Andree,71454,
CAT_P02,A moderate spend,mid-range,Da Gregorio,71453,
CAT_P03,Special occasion,premium,Radici,71452,
CAT_P01,On a budget,affordable,Le Nove Scodelle,71451,
CAT_P03,Special occasion,premium,Pascucci al Porticciolo,71450,
CAT_P04,Spare no expense,luxury,Unforgettable,71449,
CAT_P02,A moderate spend,mid-range,Tre Scalini,71448,
CAT_P01,On a budget,affordable,CUCINA.eat,71447,
CAT_P02,A moderate spend,mid-range,Konnubio,71446,
CAT_P04,Spare no expense,luxury,Local,71445,
CAT_P01,On a budget,affordable,Podere 39,71444,
CAT_P02,A moderate spend,mid-range,Nidaba,71443,
CAT_P04,Spare no expense,luxury,Pipero Roma,71442,
CAT_P01,On a budget,affordable,50 Kalò,71441,
CAT_P03,Special occasion,premium,Achilli al Parlamento,71440,
CAT_P03,Special occasion,premium,La Cascina,71439,
CAT_P03,Special occasion,premium,Antica Osteria Magenes,71438,
CAT_P04,Spare no expense,luxury,Locanda Sant'Uffizio Enrico Bartolini,71437,
CAT_P02,A moderate spend,mid-range,La Barca,71436,
CAT_P02,A moderate spend,mid-range,Il Latini,71435,
CAT_P02,A moderate spend,mid-range,Corsaro Nero,71434,
CAT_P02,A moderate spend,mid-range,Spazio Niko Romito Milano,71433,
CAT_P03,Special occasion,premium,Giacomo Arengario,71432,
CAT_P02,A moderate spend,mid-range,Cucina Machrì,71431,
CAT_P02,A moderate spend,mid-range,Magnolia,71430,
CAT_P01,On a budget,affordable,Locanda Cacciatori,71429,
CAT_P02,A moderate spend,mid-range,Da Odino,71428,
CAT_P01,On a budget,affordable,L'Officina,71427,
CAT_P02,A moderate spend,mid-range,Ai Torchi,71426,
CAT_P03,Special occasion,premium,Locanda San Lorenzo,71425,
CAT_P04,Spare no expense,luxury,Antonello Colonna Labico,71424,
CAT_P02,A moderate spend,mid-range,L'Antico Giardino,71423,
CAT_P02,A moderate spend,mid-range,Colline Emiliane,71422,
CAT_P03,Special occasion,premium,Il Faggio,71421,
CAT_P03,Special occasion,premium,Santamonica,71420,
CAT_P01,On a budget,affordable,Osteria Gallo Nero,71419,
CAT_P02,A moderate spend,mid-range,Osteria 1861,71418,
CAT_P03,Special occasion,premium,Essenza,71417,
CAT_P03,Special occasion,premium,Osteria il Moro,71416,
CAT_P02,A moderate spend,mid-range,Il Papavero,71415,
CAT_P02,A moderate spend,mid-range,Fiorenza,71414,
CAT_P03,Special occasion,premium,Osteria del Guà,71413,
CAT_P02,A moderate spend,mid-range,Al Paradiso,71412,
CAT_P03,Special occasion,premium,Il Centro,71411,
CAT_P04,Spare no expense,luxury,I Tenerumi,71410,
CAT_P03,Special occasion,premium,Suscettibile Salerno,71409,
CAT_P02,A moderate spend,mid-range,Impronta,71408,
CAT_P02,A moderate spend,mid-range,Faletta 1881,71407,
CAT_P04,Spare no expense,luxury,Otto Geleng,71406,
CAT_P02,A moderate spend,mid-range,Ventuno Bistrot,71405,
CAT_P03,Special occasion,premium,Trattoria Da Lucio,71404,
CAT_P02,A moderate spend,mid-range,Locanda Toscano,71403,
CAT_P04,Spare no expense,luxury,Enoteca La Torre,71402,
CAT_P03,Special occasion,premium,Frades Porto Cervo,71401,
CAT_P02,A moderate spend,mid-range,Carter Oblio,71400,
CAT_P03,Special occasion,premium,Il Bikini,71399,
CAT_P02,A moderate spend,mid-range,Locanda Camorz,71398,
CAT_P03,Special occasion,premium,"Osteria a ""Le Due Spade""",71397,
CAT_P03,Special occasion,premium,Borgia Milano,71396,
CAT_P04,Spare no expense,luxury,La Rucola 2.0,71395,
CAT_P03,Special occasion,premium,Retroscena,71394,
CAT_P02,A moderate spend,mid-range,L'Ortone,71393,
CAT_P02,A moderate spend,mid-range,Bino Ricchebuono,71392,
CAT_P03,Special occasion,premium,L'Essenza Bistrot,71391,
CAT_P03,Special occasion,premium,Iacobucci,71390,
CAT_P04,Spare no expense,luxury,Li Galli,71389,
CAT_P03,Special occasion,premium,Ottocentodieci,71388,
CAT_P02,A moderate spend,mid-range,Il Molo,71387,
CAT_P02,A moderate spend,mid-range,Stefenelli Desk,71386,
CAT_P03,Special occasion,premium,Almatò,71385,
CAT_P02,A moderate spend,mid-range,Mima,71384,
CAT_P01,On a budget,affordable,Osteria del Miglio 2.10,71383,
CAT_P03,Special occasion,premium,Il Narciso,71382,
CAT_P03,Special occasion,premium,Adelaide,71381,
CAT_P04,Spare no expense,luxury,Il Desco,71379,
CAT_P03,Special occasion,premium,Vitium,71378,
CAT_P02,A moderate spend,mid-range,Razzo,71377,
CAT_P01,On a budget,affordable,3.0 Ciro Cascella,71376,
CAT_P02,A moderate spend,mid-range,Enoteca di Buttrio,71375,
CAT_P04,Spare no expense,luxury,Luisl Stube,71374,
CAT_P03,Special occasion,premium,al Naviglio,71373,
CAT_P02,A moderate spend,mid-range,Selvatico,71371,
CAT_P03,Special occasion,premium,L'Arcade,71370,
CAT_P01,On a budget,affordable,Osteria Mood,71369,
CAT_P03,Special occasion,premium,Makorè,71368,
CAT_P01,On a budget,affordable,Frammichè,71367,
CAT_P03,Special occasion,premium,Abbruzzino,71366,
CAT_P04,Spare no expense,luxury,Mammà,71365,
CAT_P04,Spare no expense,luxury,Sottovoce,71364,
CAT_P03,Special occasion,premium,Sapereta,71363,
CAT_P02,A moderate spend,mid-range,Prato Gaio,71362,
CAT_P04,Spare no expense,luxury,Un Piano nel Cielo,71361,
CAT_P03,Special occasion,premium,Cielo,71360,
CAT_P02,A moderate spend,mid-range,Locanda Belvedere,71359,
CAT_P01,On a budget,affordable,Gino Sorbillo,71358,
CAT_P03,Special occasion,premium,Terrammare,71357,
